"price","make","kms","fuel","seller","tx","owner","mileage","esize","power"
350,"Hyundai",144,"Diesel","Individual","Manual","First ",21.9,1396,88.8
300,"Hyundai",10,"Petrol","Individual","Manual","First ",21.1,814,55.2
480,"Hyundai",60,"Petrol","Individual","Manual","First ",18.9,1197,81.86
500,"Hyundai",33.4,"Petrol","Individual","Manual","First ",17.43,1396,105.5
330,"Hyundai",180,"Diesel","Individual","Manual","First ",13.6,1991,142
475,"Hyundai",83,"Petrol","Individual","Automatic","First ",15.74,1591,121.3
710,"Hyundai",42,"Petrol","Individual","Manual","First ",18.6,1197,81.83
350,"Hyundai",50,"Diesel","Individual","Manual","First ",23,1396,90
575,"Hyundai",15,"Petrol","Individual","Automatic","First ",17.36,1197,81.86
800,"Hyundai",15,"Diesel","Individual","Manual","First ",23.9,1582,126.2
254.999,"Hyundai",34,"Petrol","Individual","Manual","First ",21.1,814,55.2
430,"Hyundai",18.5,"Petrol","Individual","Manual","First ",20.3,1086,68
600,"Hyundai",125,"Diesel","Individual","Manual","First ",22.32,1582,126.32
800,"Hyundai",25,"Petrol","Individual","Automatic","First ",17.4,1197,81.86
795,"Hyundai",35,"Petrol","Individual","Manual","First ",17.01,1591,121.3
735,"Hyundai",25,"Diesel","Individual","Manual","First ",22.54,1396,88.73
720,"Hyundai",80,"Diesel","Individual","Manual","First ",21.19,1396,88.73
500,"Hyundai",1,"Petrol","Individual","Manual","First ",20.3,1086,68.07
1000,"Hyundai",73.5,"Diesel","Individual","Manual","First ",19.67,1582,126.2
300,"Hyundai",30,"Petrol","Individual","Manual","First ",19.81,1086,68.05
730,"Hyundai",2.388,"Petrol","Individual","Manual","First ",18.6,1197,81.83
1149,"Hyundai",5,"Petrol","Individual","Manual","First ",17,1591,121.3
475,"Hyundai",83,"Petrol","Individual","Automatic","First ",15.74,1591,121.3
710,"Hyundai",42,"Petrol","Individual","Manual","First ",18.6,1197,81.83
350,"Hyundai",50,"Diesel","Individual","Manual","First ",23,1396,90
499,"Hyundai",20,"Petrol","Individual","Manual","First ",18.9,1197,81.86
575,"Hyundai",15,"Petrol","Individual","Automatic","First ",17.36,1197,81.86
415,"Hyundai",72,"Petrol","Dealer","Manual","First ",18.6,1197,81.83
803.999,"Hyundai",60,"Diesel","Individual","Manual","First ",23.9,1582,126.2
525,"Hyundai",45,"Petrol","Individual","Manual","First ",18.9,1197,82
965,"Hyundai",60,"Diesel","Individual","Manual","First ",19.67,1582,126.2
420,"Hyundai",21,"Petrol","Individual","Manual","First ",18.9,1197,81.86
465,"Hyundai",63.063,"Petrol","Dealer","Automatic","First ",18.9,1197,82
600,"Hyundai",50,"Diesel","Individual","Manual","First ",24,1186,73.97
500,"Hyundai",17,"Petrol","Individual","Manual","First ",18.6,1197,81.83
425,"Hyundai",60,"Diesel","Individual","Manual","First ",24.4,1120,71
475,"Hyundai",45.629,"Petrol","Trustmark Dealer","Automatic","First ",18.9,1197,81.86
1125,"Hyundai",3.5,"Petrol","Dealer","Automatic","First ",18.15,998,118.35
290,"Hyundai",31,"Petrol","Individual","Manual","First ",20.36,1197,78.9
180,"Hyundai",62,"Petrol","Individual","Manual","First ",21.1,814,55.2
550,"Hyundai",70,"Petrol","Individual","Manual","First ",18.6,1197,81.83
275,"Hyundai",20,"Petrol","Individual","Manual","First ",21.1,814,55.2
1150,"Hyundai",2.286,"Petrol","Trustmark Dealer","Automatic","First ",18.15,998,118.35
300,"Hyundai",100,"Petrol","Individual","Manual","First ",19.81,1086,68.05
1000,"Hyundai",50,"Diesel","Individual","Manual","First ",19.67,1582,126.2
1405,"Hyundai",15,"Petrol","Individual","Manual","First ",15.8,1591,121.3
850,"Hyundai",108,"Diesel","Individual","Manual","First ",19.67,1582,126.2
267,"Hyundai",40,"Petrol","Individual","Manual","First ",20.36,1197,78.9
550,"Hyundai",49,"Diesel","Dealer","Manual","First ",25.4,1186,73.97
391,"Hyundai",55,"Diesel","Dealer","Manual","First ",24.4,1120,71
280,"Hyundai",100,"Petrol","Individual","Manual","First ",20.3,998,68.05
900,"Hyundai",50,"Diesel","Individual","Manual","First ",19.67,1582,126.2
600,"Hyundai",60,"Petrol","Individual","Manual","First ",18.6,1197,81.83
1050,"Hyundai",80,"Diesel","Individual","Manual","First ",19.67,1582,126.2
750,"Hyundai",74,"Diesel","Individual","Manual","First ",19.67,1582,126.2
480,"Hyundai",30,"Diesel","Individual","Manual","First ",24,1120,70
450,"Hyundai",56.29,"Diesel","Dealer","Manual","First ",24,1186,73.97
990,"Hyundai",20,"Petrol","Individual","Automatic","First ",17,1591,121.3
250,"Hyundai",25,"Petrol","Individual","Manual","First ",21.1,814,55.2
400,"Hyundai",50.074,"Diesel","Individual","Manual","First ",24,1120,70
640,"Hyundai",20,"Petrol","Individual","Manual","First ",20.14,1197,81.86
620,"Hyundai",70,"Diesel","Individual","Manual","First ",25.4,1186,73.97
1200,"Hyundai",40,"Diesel","Individual","Manual","First ",22,1582,126.2
300,"Hyundai",45,"Petrol","Individual","Manual","First ",20.36,1197,78.9
350,"Hyundai",26.263,"Petrol","Individual","Manual","First ",21.1,814,55.2
550,"Hyundai",80,"Diesel","Dealer","Manual","First ",25,1493,113.42
1220,"Hyundai",11,"Petrol","Individual","Manual","First ",15.8,1591,121.3
190,"Hyundai",65,"Petrol","Individual","Manual","First ",21.1,814,55.2
730,"Hyundai",60,"Diesel","Individual","Manual","First ",22.32,1582,126.32
550,"Hyundai",80,"Diesel","Dealer","Manual","First ",25,1493,113.42
1220,"Hyundai",11,"Petrol","Individual","Manual","First ",15.8,1591,121.3
190,"Hyundai",65,"Petrol","Individual","Manual","First ",21.1,814,55.2
730,"Hyundai",60,"Diesel","Individual","Manual","First ",22.32,1582,126.32
470,"Hyundai",50,"Petrol","Individual","Manual","First ",18.9,1197,82
950,"Hyundai",70,"Diesel","Individual","Manual","First ",22,1582,126.2
650,"Hyundai",70,"Diesel","Individual","Manual","First ",22.54,1396,88.73
680,"Hyundai",26,"Diesel","Individual","Manual","First ",25.4,1186,73.97
1175,"Hyundai",14,"Petrol","Dealer","Manual","First ",15.8,1591,121.3
600,"Hyundai",35,"Petrol","Dealer","Manual","First ",17,1197,80
890,"Hyundai",40,"Petrol","Dealer","Automatic","First ",14.8,1591,121.3
400,"Hyundai",20,"Petrol","Individual","Manual","First ",18.9,1197,82
450,"Hyundai",20,"Petrol","Individual","Manual","First ",18.9,1197,81.86
780,"Hyundai",28,"Diesel","Individual","Manual","First ",22.54,1396,88.73
450,"Hyundai",100,"Diesel","Individual","Manual","First ",22.32,1582,126.3
380,"Hyundai",25,"Petrol","Individual","Manual","First ",18.5,1197,82.85
120,"Hyundai",191,"Petrol","Individual","Manual","First ",17.92,1086,62.1
320,"Hyundai",110,"Petrol","Individual","Manual","First ",18.5,1197,82.85
500,"Hyundai",53,"Diesel","Individual","Manual","Second ",23,1396,90
235,"Hyundai",60,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
351,"Hyundai",45,"Petrol","Dealer","Manual","Second ",19.81,1086,68.05
522,"Hyundai",150,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
135,"Hyundai",80,"Petrol","Individual","Manual","Second ",17.92,1086,62.1
550,"Hyundai",14,"Petrol","Individual","Manual","Second ",18.6,1197,81.83
400,"Hyundai",60,"Petrol","Individual","Manual","Second ",18.9,1197,82
386,"Hyundai",44,"Petrol","Individual","Manual","Second ",19.1,1197,82
320,"Hyundai",31.377,"Petrol","Individual","Manual","Second ",18.5,1197,82.85
275,"Hyundai",93,"Petrol","Individual","Manual","Second ",17,1197,80
80,"Hyundai",120,"Petrol","Individual","Manual","Second ",13.2,1495,94
200,"Hyundai",53,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
110,"Hyundai",120,"Petrol","Individual","Manual","Second ",14.2,1341,82.9
320,"Hyundai",100,"Petrol","Individual","Manual","Second ",18.5,1197,80
550,"Hyundai",2,"Diesel","Individual","Manual","Second ",25.4,1186,73.97
395,"Hyundai",80,"Diesel","Individual","Manual","Second ",24,1120,70
500,"Hyundai",50,"Petrol","Individual","Manual","Second ",17.1,1591,121.3
340,"Hyundai",214,"Petrol","Individual","Manual","Second ",13.9,1599,103.2
340,"Hyundai",214,"Diesel","Individual","Manual","Second ",16.8,1493,110
219,"Hyundai",50,"Petrol","Individual","Manual","Second ",21.1,814,55.2
409.999,"Hyundai",135,"Diesel","Individual","Manual","Second ",24.4,1120,71.01
610,"Hyundai",50,"Diesel","Individual","Manual","Second ",21.19,1396,88.73
260,"Hyundai",110,"Diesel","Individual","Manual","Second ",16.2,1493,110
330,"Hyundai",30,"Petrol","Individual","Manual","Second ",18.5,1197,82.85
320,"Hyundai",15,"Petrol","Individual","Manual","Second ",21.1,814,55.2
120,"Hyundai",110,"Petrol","Individual","Manual","Second ",15.3,1341,83
500,"Hyundai",20,"Petrol","Individual","Manual","Second ",18.9,1197,81.86
220,"Hyundai",120,"Diesel","Individual","Manual","Second ",23,1396,90
280,"Hyundai",60,"Petrol","Individual","Manual","Second ",21.1,814,55.2
270,"Hyundai",43.755,"Petrol","Dealer","Manual","Second ",21.1,814,55.2
135,"Hyundai",80,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
380,"Hyundai",50,"Diesel","Individual","Manual","Second ",24,1120,70
150,"Hyundai",110,"Diesel","Individual","Manual","Second ",17.1,1493,110
350,"Hyundai",80,"Petrol","Individual","Manual","Second ",19.1,1197,82
195,"Hyundai",65,"Petrol","Individual","Manual","Second ",21.1,814,55.2
80,"Hyundai",120,"Petrol","Individual","Manual","Second ",13.2,1495,94
550,"Hyundai",70,"Diesel","Individual","Manual","Second ",24.4,1120,71
180,"Hyundai",80,"Petrol","Individual","Manual","Second ",21.1,814,55.2
200,"Hyundai",80,"Petrol","Individual","Manual","Second ",21.1,814,55.2
425,"Hyundai",91.5,"Diesel","Individual","Manual","Second ",24,1120,70
321,"Hyundai",100,"Diesel","Individual","Manual","Second ",23,1396,90
95,"Hyundai",100,"Petrol","Individual","Manual","Second ",17.8,1086,63
204.999,"Hyundai",43,"Petrol","Individual","Manual","Second ",20.3,998,68.05
110,"Hyundai",90,"Petrol","Individual","Manual","Second ",13.2,1495,94
320,"Hyundai",107.825,"Diesel","Individual","Manual","Second ",21.9,1396,90
450,"Hyundai",120,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
220,"Hyundai",85,"Diesel","Individual","Manual","Second ",16.8,1493,110
900,"Hyundai",80,"Diesel","Individual","Automatic","Second ",13.01,2199,194.3
300,"Hyundai",110,"Diesel","Individual","Manual","Second ",16.2,1493,110
450,"Hyundai",46,"Petrol","Individual","Manual","Second ",19.1,1197,81.86
280,"Hyundai",50,"Petrol","Individual","Manual","Second ",21.1,814,55.2
225,"Hyundai",80,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
225,"Hyundai",120,"Petrol","Individual","Manual","Second ",21.1,814,55.2
420,"Hyundai",90,"Diesel","Individual","Manual","Second ",24.4,1120,71.01
1050,"Hyundai",146,"Diesel","Individual","Automatic","Second ",13.01,2199,194.3
465,"Hyundai",50,"Petrol","Individual","Manual","Second ",17.43,1396,105.5
210,"Hyundai",90,"Diesel","Individual","Manual","Second ",18.1,1493,110
500,"Hyundai",120,"Diesel","Individual","Manual","Second ",11.8,1991,150
229.999,"Hyundai",50,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
565,"Hyundai",70,"Petrol","Individual","Manual","Second ",18.6,1197,81.83
330,"Hyundai",150,"Petrol","Individual","Automatic","Second ",15,1396,98.6
135,"Hyundai",100,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
290,"Hyundai",100,"Diesel","Individual","Manual","Second ",21.9,1396,90
400,"Hyundai",60,"Diesel","Individual","Manual","Second ",24.4,1120,71
160,"Hyundai",65,"Petrol","Individual","Manual","Second ",17.92,1086,62.1
170,"Hyundai",90,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
1300,"Hyundai",48,"Diesel","Individual","Manual","Second ",19.67,1582,126.2
120,"Hyundai",120,"Diesel","Individual","Manual","Second ",16.8,1493,110
320,"Hyundai",70,"Diesel","Individual","Manual","Second ",21.9,1396,90
380,"Hyundai",80,"Petrol","Individual","Manual","Second ",16.2,1599,103.2
899,"Hyundai",80,"Diesel","Individual","Manual","Second ",19.67,1582,126.2
750,"Hyundai",40,"Diesel","Individual","Manual","Second ",22.54,1396,88.73
215,"Hyundai",70,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
210,"Hyundai",110,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
150,"Hyundai",110,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
350,"Hyundai",20,"Petrol","Individual","Manual","Second ",21.1,814,55.2
195,"Hyundai",80,"Petrol","Individual","Manual","Second ",21.1,814,55.2
700,"Hyundai",30,"Petrol","Individual","Manual","Second ",18.6,1197,81.83
595,"Hyundai",60,"Diesel","Individual","Manual","Second ",22.54,1396,88.73
130,"Hyundai",50,"Petrol","Individual","Manual","Second ",15.3,1341,83
600,"Hyundai",60,"Diesel","Individual","Manual","Second ",24.8,1396,88.7
150,"Hyundai",80,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
550,"Hyundai",50,"Petrol","Individual","Manual","Second ",16.3,1797,147.5
400,"Hyundai",43,"Petrol","Individual","Manual","Second ",18.5,1197,82.85
245,"Hyundai",127,"Diesel","Individual","Manual","Second ",16.8,1493,110
825,"Hyundai",125,"Diesel","Individual","Manual","Second ",14.66,2199,194.3
200,"Hyundai",70,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
200,"Hyundai",60,"Petrol","Individual","Manual","Second ",21.1,814,55.2
210,"Hyundai",94,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
180,"Hyundai",70,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
210,"Hyundai",50,"Petrol","Individual","Manual","Second ",18.5,1197,80
348,"Hyundai",23,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
555,"Hyundai",25,"Petrol","Individual","Manual","Second ",18.6,1197,81.83
180,"Hyundai",70,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
350,"Hyundai",65.3,"Petrol","Individual","Manual","Second ",18.9,1197,82
350,"Hyundai",70,"Diesel","Individual","Manual","Second ",24,1120,70
380,"Hyundai",50,"Petrol","Individual","Manual","Second ",18.9,1197,82
229.999,"Hyundai",34,"Petrol","Individual","Manual","Second ",21.1,814,55.2
400,"Hyundai",100,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
445,"Hyundai",87.185,"Diesel","Individual","Manual","Second ",22.32,1582,126.3
459.999,"Hyundai",110,"Diesel","Individual","Manual","Second ",24.8,1396,88.7
390,"Hyundai",100,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
330,"Hyundai",70,"Petrol","Individual","Manual","Second ",18.9,1197,81.86
280,"Hyundai",31,"Petrol","Individual","Manual","Second ",21.1,814,55.2
440,"Hyundai",50,"Petrol","Individual","Manual","Second ",18.6,1197,81.83
400,"Hyundai",80,"Petrol","Individual","Manual","Second ",18.9,1197,82
385,"Hyundai",42,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
114.999,"Hyundai",80,"Petrol","Individual","Manual","Second ",17.92,1086,62.1
400,"Hyundai",90,"Petrol","Individual","Manual","Second ",18.9,1197,82
350,"Hyundai",90,"Petrol","Individual","Manual","Second ",18.5,1197,82.85
475,"Hyundai",83,"Diesel","Individual","Manual","Second ",22.54,1396,88.73
390,"Hyundai",53,"Diesel","Individual","Manual","Second ",21.9,1396,88.76
390,"Hyundai",53,"Diesel","Individual","Manual","Second ",21.9,1396,88.76
420,"Hyundai",20,"Petrol","Individual","Manual","Second ",20.3,1086,68
210,"Hyundai",89.322,"Petrol","Individual","Manual","Second ",17,1197,80
170,"Hyundai",120,"Diesel","Individual","Manual","Second ",16.8,1493,110
150,"Hyundai",89,"Petrol","Individual","Manual","Second ",15.3,1341,83
120,"Hyundai",70,"Petrol","Individual","Manual","Second ",13.2,1495,94
300,"Hyundai",30,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
280,"Hyundai",35,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
165,"Hyundai",45,"Petrol","Individual","Manual","Second ",21.1,814,55.2
360,"Hyundai",65,"Petrol","Individual","Manual","Second ",20.14,1197,81.86
300,"Hyundai",30,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
200,"Hyundai",60,"Petrol","Individual","Manual","Second ",21.1,814,55.2
800,"Hyundai",80,"Petrol","Individual","Automatic","Second ",17.01,1591,121.3
360,"Hyundai",30,"Petrol","Individual","Manual","Second ",18.9,1197,81.86
130,"Hyundai",30,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
300,"Hyundai",41,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
530,"Hyundai",120,"Petrol","Individual","Manual","Second ",17.19,1197,81.86
500,"Hyundai",87,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
459.999,"Hyundai",60,"Diesel","Individual","Manual","Second ",21.27,1396,88.76
580,"Hyundai",74,"Diesel","Individual","Manual","Second ",21.19,1396,88.73
225,"Hyundai",80,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
350,"Hyundai",100,"Diesel","Individual","Manual","Second ",23,1396,90
235,"Hyundai",80,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
550,"Hyundai",2360.457,"Petrol","Individual","Manual","Second ",18.6,1197,81.83
199,"Hyundai",70,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
156,"Hyundai",110,"Petrol","Individual","Manual","Second ",17.92,1086,62.1
440,"Hyundai",70,"Diesel","Individual","Manual","Second ",22.54,1396,88.73
375,"Hyundai",35,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
375,"Hyundai",35,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
250,"Hyundai",110,"Diesel","Individual","Manual","Second ",18.1,1493,110
550,"Hyundai",90,"Diesel","Individual","Manual","Second ",22.54,1396,88.73
320,"Hyundai",90,"Diesel","Individual","Manual","Second ",24.4,1120,71
170,"Hyundai",70,"Petrol","Individual","Manual","Second ",21.1,814,55.2
420,"Hyundai",30,"Petrol","Individual","Manual","Second ",18.9,1197,82
220,"Hyundai",120,"Petrol","Individual","Automatic","Second ",19.2,1197,80
520,"Hyundai",88,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
415,"Hyundai",80,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
220,"Hyundai",60,"Petrol","Individual","Manual","Second ",21.1,814,55.2
320,"Hyundai",80,"Petrol","Individual","Manual","Second ",20.36,1197,78.9
440,"Hyundai",80,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
570,"Hyundai",15,"Petrol","Individual","Manual","Second ",18.6,1197,81.83
180,"Hyundai",44.391,"Petrol","Individual","Manual","Second ",19.81,1086,68.05
300,"Hyundai",15.151,"Petrol","Individual","Manual","Second ",21.1,814,55.2
511,"Hyundai",90,"Petrol","Individual","Manual","Second ",16.3,1797,147.5
550,"Hyundai",330,"Petrol","Individual","Manual","Second ",13.44,2359,198.25
180,"Hyundai",80,"Petrol","Individual","Manual","Second ",17.92,1086,62.1
140,"Hyundai",80,"Petrol","Individual","Manual","Second ",17.8,1086,63
195,"Hyundai",58.609,"Petrol","Individual","Manual","Second ",21.1,814,55.2
180,"Hyundai",100,"Petrol","Individual","Manual","Second ",21.1,814,55.2
360,"Hyundai",80,"Diesel","Individual","Manual","Second ",22.32,1582,126.32
120,"Hyundai",120,"Diesel","Individual","Manual","Second ",16.8,1493,110
350,"Hyundai",70,"Diesel","Individual","Manual","Second ",21.9,1396,88.76
